"38","2018-12-21 15:15:04","2022-08-29 09:30:09","8796093054977","oat-raisin-crunch-bar","","65405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","2018-12-21 15:15:04","2021-02-24 11:31:34","8796093087745","choc-mint-crunch-bar","","64905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","2018-12-21 15:15:04","2021-03-03 13:44:15","8796093120513","pb-crunch-bar","","65005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","2018-12-21 15:15:04","2021-05-12 15:50:15","8796093153281","lemon-crunch-bar","","65205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","2018-12-21 15:15:04","2021-02-24 11:33:08","8796093186049","choc-crunch-bar","","64805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","2018-12-21 15:15:04","2021-04-14 16:03:29","8796093218817","car-crunch-bar","","65445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","2018-12-21 15:15:04","2021-05-12 15:49:22","8796093251585","pb-choc-chip-chewy-bar","","64955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","2018-12-21 15:15:04","2021-02-24 11:34:16","8796093284353","cookie-chewy-bar","","65556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","2018-12-21 15:15:04","2021-02-24 11:30:42","8796093317121","smore-crunch-bar","","65455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","2018-12-21 15:15:04","2021-02-26 16:50:36","8796093349889","fruit-nut-crunch-bar","","65505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","2018-12-21 15:15:04","2021-04-14 16:00:30","8796093382657","cinn-crunch-bar","","65510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","2018-12-21 15:15:04","2021-04-14 16:02:43","8796093415425","straw-crunch-bar","","65520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","2018-12-21 15:15:04","2021-03-24 10:24:02","8796093448193","car-nut-maint-bar","","65440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","2018-12-21 15:15:04","2021-02-26 16:56:14","8796093480961","french-van-shake","","52500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","2018-12-21 15:15:04","2021-02-26 16:51:27","8796093513729","straw-shake","","52510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","2018-12-21 15:15:04","2020-06-15 12:46:13","8796093546497","orange-shake","","52520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","2018-12-21 15:15:04","2020-09-08 11:51:27","8796093579265","mocha-shake","","52540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","2018-12-21 15:15:04","2021-06-10 08:16:28","8796093612033","dutch-choc-shake","","52550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","2018-12-21 15:15:04","2020-08-06 10:05:10","8796093644801","dar-choc-antiox-shake","","72670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2019-02-12 13:02:49","8796093677569","dutch-choc-rtd-shake","","68700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2019-02-12 13:08:53","8796093710337","french-van-rtd-shake","","68800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2019-02-12 13:06:43","8796093743105","mocha-rtd-shake","","68900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","2018-12-21 15:15:04","2019-08-13 09:54:57","8796093775873","berry-smoothie","","72870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","2018-12-21 15:15:04","2020-08-18 11:45:45","8796093808641","pine-mango-smoothie","","72880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","2018-12-21 15:15:04","2021-02-26 16:59:15","8796093841409","hot-cocoa","","57300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","2018-12-21 15:15:04","2021-05-26 16:48:15","8796093874177","cal-burn-cappuccino","","72630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","2018-12-21 15:15:04","2020-09-08 11:44:34","8796093906945","bbq-bites","","68230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","2018-12-21 15:15:04","2021-03-24 10:25:22","8796093939713","cheese-pizza-bites","","68240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2019-08-13 09:54:58","8796093972481","parm-puffs","","67235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","2018-12-21 15:15:04","2021-05-12 15:51:10","8796094005249","chili-nacho-puffs","","67245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","2018-12-21 15:15:04","2021-03-24 10:22:39","8796094038017","cinn-pretzels","","68250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","2018-12-21 15:15:04","2021-03-24 10:21:37","8796094070785","honey-mus-pretzels","","68260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","2018-12-21 15:15:04","2021-05-26 16:47:19","8796094103553","mac-cheese","","66595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","2018-12-21 15:15:04","2021-02-26 16:53:08","8796094136321","sc-chive-potatoes","","66610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","2018-12-21 15:15:04","2020-06-18 14:17:50","8796094169089","garlic-potatoes","","66615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","2018-12-21 15:15:04","2019-05-22 13:47:01","8796094201857","tom-basil-bisque","","52700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2020-09-28 14:34:30","8796094234625","chicken-noodle-soup","","69600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","2018-12-21 15:15:04","2020-07-27 16:42:52","8796094267393","wild-rice-chicken-soup","","69650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","2018-12-21 15:15:04","2019-08-13 09:55:00","8796094300161","beef-veg-stew","","69660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","2018-12-21 15:15:04","2019-08-13 09:55:00","8796094332929","veg-chili","","69700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
